k	S(k)
10.569225	0.000000
10.575253	0.000000
10.579771	0.000000
10.582782	0.000000
10.587298	0.000000
10.591811	0.000000
10.593315	0.000000
10.596322	0.000000
10.599329	0.000000
10.602334	0.000000
10.605339	0.000000
10.615849	0.000000
10.618850	0.000000
10.620350	0.000000
10.621850	0.000000
10.623350	0.000000
10.627848	0.000000
10.629347	0.000000
10.630845	0.000000
10.633842	0.000000
10.639833	0.000000
10.641330	0.000000
10.642827	0.000000
10.645820	0.000000
10.651805	0.000000
10.653300	0.000000
10.656291	0.000000
10.657785	0.000000
10.659280	0.000000
10.663763	0.000000
10.666750	0.000000
10.668244	0.000000
10.669737	0.000000
10.675708	0.000000
10.678692	0.000000
10.681675	0.000000
10.687639	0.000000
10.690620	0.000000
10.693600	0.000000
10.695090	0.000000
10.701046	0.000000
10.705512	0.000000
10.709975	4000.000000
10.711462	0.000000
10.717410	0.000000
10.718896	0.000000
10.721868	0.000000
10.723354	0.000000
10.724840	0.000000
10.730780	0.000000
10.733749	0.000000
10.735233	0.000000
10.736717	0.000000
10.738200	0.000000
10.739684	0.000000
10.742650	0.000000
10.745616	0.000000
10.747098	0.000000
10.748580	0.000000
10.754507	0.000000
10.760431	0.000000
10.766351	0.000000
10.769310	0.000000
10.770790	0.000000
10.776704	0.000000
10.778183	0.000000
10.781138	0.000000
10.784093	0.000000
10.790001	0.000000
10.792953	0.000000
10.795905	0.000000
10.807704	0.000000
10.809178	0.000000
10.812125	0.000000
10.816544	0.000000
10.819490	0.000000
10.820962	0.000000
10.823906	0.000000
10.828321	0.000000
10.829792	0.000000
10.832734	0.000000
10.834204	0.000000
10.841554	0.000000
10.847430	0.000000
10.848899	0.000000
10.853303	0.000000
10.854771	0.000000
10.856238	0.000000
10.859173	0.000000
10.867972	0.000000
10.876763	0.000000
10.882621	0.000000
10.884084	0.000000
10.887011	0.000000
10.894325	0.000000
10.900173	0.000000
10.903096	0.000000
10.911859	0.000000
10.924991	0.000000
10.927907	0.000000
10.929365	0.000000
10.930822	0.000000
10.935194	0.000000
10.936651	0.000000
10.939564	0.000000
10.942476	0.000000
10.948298	0.000000
10.951208	0.000000
10.954117	0.000000
10.959933	0.000000
10.961386	0.000000
10.964292	0.000000
10.965745	0.000000
10.968650	0.000000
10.971555	0.000000
10.974459	0.000000
10.983165	0.000000
10.986066	0.000000
10.988965	0.000000
10.997660	0.000000
10.999109	0.000000
11.012137	0.000000
11.017922	0.000000
11.028039	0.000000
11.030928	0.000000
11.033816	0.000000
11.039589	0.000000
11.041032	0.000000
11.042475	0.000000
11.043918	0.000000
11.045360	0.000000
11.051128	0.000000
11.054011	0.000000
11.056893	0.000000
11.062655	0.000000
11.068414	0.000000
11.074169	0.000000
11.075608	0.000000
11.077046	0.000000
11.085672	0.000000
11.097163	0.000000
11.102904	0.000000
11.112943	0.000000
11.122973	0.000000
11.125838	0.000000
11.130132	0.000000
11.132995	0.000000
11.138717	0.000000
11.141577	0.000000
11.150153	0.000000
11.154439	0.000000
11.155867	0.000000
11.164432	0.000000
11.167285	0.000000
11.175842	0.000000
11.184391	0.000000
11.188664	0.000000
11.190087	0.000000
11.207159	0.000000
11.210001	0.000000
11.234135	0.000000
11.235553	0.000000
11.236971	0.000000
11.239806	0.000000
11.245474	0.000000
11.248307	0.000000
11.251139	0.000000
11.256801	0.000000
11.259631	0.000000
11.262461	0.000000
11.266704	0.000000
11.268118	0.000000
11.273771	0.000000
11.279422	0.000000
11.293538	0.000000
11.296358	0.000000
11.318900	0.000000
11.337183	0.000000
11.339993	0.000000
11.342802	0.000000
11.347015	0.000000
11.348419	0.000000
11.351226	0.000000
11.354033	0.000000
11.359644	0.000000
11.362448	0.000000
11.365252	0.000000
11.370858	0.000000
11.382061	0.000000
11.384860	0.000000
11.404433	0.000000
11.429550	0.000000
11.439303	0.000000
11.442088	0.000000
11.447656	0.000000
11.450439	0.000000
11.458783	0.000000
11.464343	0.000000
11.472678	0.000000
11.475455	0.000000
11.492102	0.000000
11.514261	0.000000
11.543280	0.000000
11.546040	0.000000
11.548799	0.000000
11.554315	0.000000
11.557073	0.000000
11.559829	0.000000
11.565340	0.000000
11.568095	0.000000
11.581858	0.000000
11.601100	0.000000
11.646328	0.000000
11.649064	0.000000
11.651799	0.000000
11.657266	0.000000
11.659999	0.000000
11.662732	0.000000
11.673654	0.000000
11.690019	0.000000
11.748473	0.000000
11.751185	0.000000
11.756606	0.000000
11.759316	0.000000
11.767442	0.000000
11.780972	0.000000
11.852426	0.000000
11.855114	0.000000
11.857801	0.000000
11.863174	0.000000
11.873912	0.000000
11.955475	0.000000
11.958140	0.000000
11.960804	0.000000
11.968793	0.000000
12.057644	0.000000
12.060286	0.000000
12.065568	0.000000
12.161574	0.000000
12.164193	0.000000
12.264623	0.000000
12.366814	4000.000000
