bin                 q                   Fx                  Icoh               
318                 15.925000           -1.000000           1.127307            73.785860          
319                 15.975000           -1.000000           0.823921            62.973842          
320                 16.025000           -1.000000           -0.143454           29.438496          
321                 16.075000           -1.000000           -1.016144           -0.552300          
322                 16.125000           -1.000000           -1.063843           -2.174183          
323                 16.175000           -1.000000           -0.068233           31.586440          
324                 16.225000           -1.000000           1.522347            85.114933          
325                 16.275000           -1.000000           2.863859            129.786319         
326                 16.325000           -1.000000           3.234038            141.568950         
327                 16.375000           -1.000000           2.462057            115.226342         
328                 16.425000           -1.000000           1.001206            66.299834          
329                 16.475000           -1.000000           -0.385979           20.249082          
330                 16.525000           -1.000000           -1.109280           -3.587258          
331                 16.575000           -1.000000           -1.079941           -2.612101          
332                 16.625000           -1.000000           -0.684177           10.272129          
333                 16.675000           -1.000000           -0.444441           17.986319          
334                 16.725000           -1.000000           -0.620157           12.240786          
335                 16.775000           -1.000000           -1.029991           -0.962011          
336                 16.825000           -1.000000           -1.213743           -6.824595          
337                 16.875000           -1.000000           -0.809845           6.043372           
338                 16.925000           -1.000000           0.127975            35.682530          
339                 16.975000           -1.000000           1.109349            66.418164          
340                 17.025000           -1.000000           1.509196            78.641706          
341                 17.075000           -1.000000           0.992493            62.157375          
342                 17.125000           -1.000000           -0.230828           23.883305          
343                 17.175000           -1.000000           -1.504892           -15.604202         
344                 17.225000           -1.000000           -2.127566           -34.686081         
345                 17.275000           -1.000000           -1.792272           -24.257979         
346                 17.325000           -1.000000           -0.779769           6.711543           
347                 17.375000           -1.000000           0.229833            37.303764          
348                 17.425000           -1.000000           0.603904            48.422120          
349                 17.475000           -1.000000           0.170172            35.161805          
350                 17.525000           -1.000000           -0.675526           9.704079           
351                 17.575000           -1.000000           -1.237237           -7.061668          
352                 17.625000           -1.000000           -0.986673           0.394815           
353                 17.675000           -1.000000           0.075249            31.704804          
354                 17.725000           -1.000000           1.398559            70.389382          
355                 17.775000           -1.000000           2.218695            94.010059          
356                 17.825000           -1.000000           2.030039            88.080008          
357                 17.875000           -1.000000           0.897792            54.904651          
358                 17.925000           -1.000000           -0.583857           11.982059          
359                 17.975000           -1.000000           -1.651723           -18.675669         
360                 18.025000           -1.000000           -1.819075           -23.359225         
361                 18.075000           -1.000000           -1.131347           -3.727988          
362                 18.125000           -1.000000           -0.089012           25.732402          
363                 18.175000           -1.000000           0.691420            47.547816          
364                 18.225000           -1.000000           0.851265            51.791165          
365                 18.275000           -1.000000           0.468143            40.875205          
366                 18.325000           -1.000000           -0.050441           26.309625          
367                 18.375000           -1.000000           -0.263218           20.315568          
368                 18.425000           -1.000000           0.022259            28.050784          
369                 18.475000           -1.000000           0.653494            45.151978          
370                 18.525000           -1.000000           1.260119            61.417537          
371                 18.575000           -1.000000           1.496858            67.520895          
372                 18.625000           -1.000000           1.236684            60.190564          
373                 18.675000           -1.000000           0.604061            42.955703          
374                 18.725000           -1.000000           -0.142444           22.852562          
375                 18.775000           -1.000000           -0.773073           6.017655           
376                 18.825000           -1.000000           -1.179885           -4.746803          
377                 18.875000           -1.000000           -1.356278           -9.355268          
378                 18.925000           -1.000000           -1.312371           -8.161976          
379                 18.975000           -1.000000           -1.019071           -0.495862          
380                 19.025000           -1.000000           -0.438691           14.522164          
381                 19.075000           -1.000000           0.382051            35.579491          
382                 19.125000           -1.000000           1.243844            57.479240          
383                 19.175000           -1.000000           1.831909            72.183289          
384                 19.225000           -1.000000           1.864318            72.646354          
385                 19.275000           -1.000000           1.268441            57.246868          
386                 19.325000           -1.000000           0.265569            31.778816          
387                 19.375000           -1.000000           -0.709699           7.253119           
388                 19.425000           -1.000000           -1.225626           -5.608994          
389                 19.475000           -1.000000           -1.083881           -2.074793          
390                 19.525000           -1.000000           -0.425853           14.130213          
391                 19.575000           -1.000000           0.352435            33.117016          
392                 19.625000           -1.000000           0.827861            44.533103          
393                 19.675000           -1.000000           0.784173            43.249233          
394                 19.725000           -1.000000           0.313857            31.687430          
395                 19.775000           -1.000000           -0.267688           17.572310          
396                 19.825000           -1.000000           -0.635535           8.701196           
397                 19.875000           -1.000000           -0.660213           8.070803           
398                 19.925000           -1.000000           -0.477842           12.339404          
399                 19.975000           -1.000000           -0.385538           14.446604          
