q            ff_group_dir ff_group_fit C            O            H            
18.0500      5.8372       5.8329       0.7070       1.0435       0.0018       
18.1500      5.7863       5.7839       0.7006       1.0376       0.0018       
18.2500      5.7358       5.7353       0.6943       1.0317       0.0018       
18.3500      5.6857       5.6871       0.6881       1.0259       0.0018       
18.4500      5.6360       5.6395       0.6818       1.0201       0.0017       
18.5500      5.5867       5.5922       0.6757       1.0142       0.0017       
18.6500      5.5377       5.5454       0.6695       1.0084       0.0017       
18.7500      5.4891       5.4991       0.6635       1.0026       0.0017       
18.8500      5.4409       5.4532       0.6575       0.9969       0.0017       
18.9500      5.3931       5.4078       0.6515       0.9911       0.0016       
19.0500      5.3457       5.3628       0.6456       0.9854       0.0016       
19.1500      5.2986       5.3182       0.6397       0.9796       0.0016       
19.2500      5.2520       5.2742       0.6339       0.9739       0.0016       
19.3500      5.2057       5.2305       0.6281       0.9682       0.0016       
19.4500      5.1599       5.1874       0.6224       0.9625       0.0016       
19.5500      5.1144       5.1447       0.6167       0.9568       0.0015       
19.6500      5.0693       5.1024       0.6111       0.9512       0.0015       
19.7500      5.0246       5.0606       0.6055       0.9456       0.0015       
19.8500      4.9803       5.0192       0.6000       0.9399       0.0015       
19.9500      4.9364       4.9783       0.5945       0.9343       0.0015       
